Curso,Empresa,Data Início,Data Término
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,01/09/2010,31/01/2018
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,21/09/2017,13/07/2018
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,19/06/2017,22/03/2019
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,29/08/2018,09/10/2018
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,15/03/2018,28/02/2019
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,04/04/2019,16/09/2020
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,16/05/2013,17/06/2021
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,01/08/2021,02/09/2021
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,03/04/2021,03/09/2021
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,03/06/2022,09/09/2022
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,01/09/2021,16/09/2022
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,13/09/2017,12/06/2018
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,16/07/2018,20/05/2019
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,03/06/2013,13/12/2019
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,15/04/2019,14/04/2020
88351-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,01/02/2016,16/12/2016
88352-Engenharia de Produção,ESCOLA DE ENGENHARIA DE LORENA,19/07/2021,14/12/2021
88051-Engenharia Química,ESCOLA DE ESPECIALISTAS DA AERONÁUTICA,08/06/2016,20/12/2016
88251-Engenharia Ambiental,ESTRE AMBIENTAL S/A,05/06/2017,31/05/2018
88251-Engenharia Ambiental,ESTRE AMBIENTAL S/A,05/06/2017,05/06/2018
88251-Engenharia Ambiental,E-UB COMERCIO LTDA,14/02/2022,13/02/2023
88351-Engenharia de Produção,E-UB COMERCIO LTDA,18/02/2020,27/11/2020
88351-Engenharia de Produção,E-UB COMERCIO LTDA,18/02/2019,18/02/2020
88052-Engenharia Química,EUROFARMA LABORATÓRIOS S/A.,03/12/2018,03/12/2019
88052-Engenharia Química,EUROFARMA LABORATÓRIOS S/A.,04/12/2019,03/12/2020
88251-Engenharia Ambiental,EUROFARMA LABORATÓRIOS S/A.,03/12/2018,03/05/2019
88251-Engenharia Ambiental,EUROFARMA LABORATÓRIOS S/A.,19/07/2021,13/07/2022
88052-Engenharia Química,EVONIK DEGUSSA BRASIL LTDA,19/09/2022,19/09/2023
88052-Engenharia Química,EVONIK DEGUSSA BRASIL LTDA,01/12/2021,13/06/2022
88052-Engenharia Química,EVONIK DEGUSSA BRASIL LTDA,14/06/2022,29/07/2022
88202-Engenharia de Materiais,EVONIK DEGUSSA BRASIL LTDA,16/01/2017,14/07/2017
88151-Engenharia Bioquímica,EXCEL INDUSTRIA E COMERCIO DE COMPONENTES ELETRICOS LTDA,27/08/2015,15/04/2016
88301-Engenharia Física,EXCEL INDUSTRIA E COMERCIO DE COMPONENTES ELETRICOS LTDA,01/10/2013,12/05/2016
88202-Engenharia de Materiais,EXIROS.BR LTDA.,18/07/2022,17/07/2023
88202-Engenharia de Materiais,EXIROS.BR LTDA.,22/08/2022,21/08/2023
88251-Engenharia Ambiental,EXIROS.BR LTDA.,15/08/2022,14/08/2023
88352-Engenharia de Produção,EXIROS.BR LTDA.,23/05/2022,22/05/2023
88101-Engenharia Industrial Química,EXXONMOBIL QUIMICA LTDA,01/02/2016,28/12/2016
88101-Engenharia Industrial Química,EXXONMOBIL QUIMICA LTDA,01/03/2017,31/07/2017
88051-Engenharia Química,FALCONI CONSULTORES S.A.,09/03/2016,06/01/2017
88052-Engenharia Química,FALCONI CONSULTORES S.A.,21/01/2019,20/11/2019
88052-Engenharia Química,FALCONI CONSULTORES S.A.,07/07/2021,07/07/2022
88052-Engenharia Química,FALCONI CONSULTORES S.A.,07/07/2022,07/07/2023
88052-Engenharia Química,FALCONI CONSULTORES S.A.,09/07/2018,26/06/2019
88052-Engenharia Química,FALCONI CONSULTORES S.A.,12/07/2021,08/12/2021
88202-Engenharia de Materiais,FALCONI CONSULTORES S.A.,09/07/2018,13/12/2018
88351-Engenharia de Produção,FALCONI CONSULTORES S.A.,12/08/2019,30/09/2020
88351-Engenharia de Produção,FALCONI CONSULTORES S.A.,12/08/2019,11/08/2020
88351-Engenharia de Produção,FANATEE SERVIÇOS DE ENTRETENIMENTO ONLINE LTDA,04/05/2021,03/05/2022
0-,FERROVIA CENTRO ATLANTICA S/A,19/03/2021,21/10/2021
88052-Engenharia Química,FIBRIA CELULOSE S/A,15/01/2016,30/07/2016
88052-Engenharia Química,FIBRIA CELULOSE S/A,13/10/2015,14/01/2016
88052-Engenharia Química,FIBRIA CELULOSE S/A,12/03/2018,11/03/2019
88052-Engenharia Química,FIBRIA CELULOSE S/A,12/03/2019,29/03/2019
88152-Engenharia Bioquímica,FIBRIA CELULOSE S/A,14/01/2019,29/03/2019
88201-Engenharia de Materiais,FIBRIA CELULOSE S/A,18/10/2018,29/03/2019
88251-Engenharia Ambiental,FINKLER AMBIENTAL FINKLER ENGENHARIA LTDA,18/05/2022,16/05/2023
88052-Engenharia Química,FINQUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS FINOS LTDA.,03/06/2019,14/06/2019
88052-Engenharia Química,FINQUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS FINOS LTDA.,03/06/2019,03/12/2019
88052-Engenharia Química,FINQUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS FINOS LTDA.,04/12/2019,03/06/2020
88052-Engenharia Química,FIRMENICH & COMPANHIA LTDA,02/12/2020,01/12/2021
88052-Engenharia Química,FIRMENICH & COMPANHIA LTDA,05/08/2020,19/02/2021
88052-Engenharia Química,FIRMENICH & COMPANHIA LTDA,02/12/2019,01/12/2020
0-,FLEURY S.A.,08/02/2021,04/02/2022
88202-Engenharia de Materiais,FLEURY S.A.,05/02/2018,30/11/2018
88051-Engenharia Química,FMC QUIMICA DO BRASIL LTDA,16/01/2017,16/12/2017
88202-Engenharia de Materiais,FORD MOTOR COMPANY BRASIL LTDA,12/07/2021,12/07/2022
88202-Engenharia de Materiais,FORD MOTOR COMPANY BRASIL LTDA,16/08/2021,12/07/2022
88202-Engenharia de Materiais,FORD MOTOR COMPANY BRASIL LTDA,09/08/2022,09/07/2023
88052-Engenharia Química,FORMATO ESTOFADOS INDUSTRIA E COMÉRCIO LTDA,03/07/2017,30/07/2017
88301-Engenharia Física,FRANCISCO NUNES ENGENHARIA SERVIÇOS DE TOP. AGRIMENSURA E GEOREFERENCIAMENTO LTDA,26/02/2018,26/10/2018
88351-Engenharia de Produção,FRANKLIN TEMPLETON INVESTIMENTOS (BRASIL) LTDA.,21/03/2022,21/03/2023
0-,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,01/03/2021,21/02/2022
88052-Engenharia Química,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,13/09/2021,08/09/2022
88052-Engenharia Química,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,18/11/2021,17/11/2022
88052-Engenharia Química,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,01/12/2021,30/11/2022
88052-Engenharia Química,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,10/12/2021,23/09/2022
88052-Engenharia Química,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,12/01/2022,11/01/2023
88202-Engenharia de Materiais,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,03/11/2021,02/11/2022
88251-Engenharia Ambiental,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,16/05/2022,15/05/2023
88251-Engenharia Ambiental,FREXCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,20/06/2022,19/06/2023
88251-Engenharia Ambiental,FRUBANA COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,10/10/2022,30/06/2023
88301-Engenharia Física,FUNARBE - FUNDAÇÃO ARTHUR BERNARDES ,17/02/2020,31/12/2020
88301-Engenharia Física,FUNARBE - FUNDAÇÃO ARTHUR BERNARDES ,18/12/2020,09/08/2021
88051-Engenharia Química,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",15/04/2015,31/12/2015
88051-Engenharia Química,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",16/06/2014,18/05/2017
88052-Engenharia Química,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",04/10/2017,30/11/2018
88052-Engenharia Química,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",01/03/2021,05/12/2021
88201-Engenharia de Materiais,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",15/05/2017,22/12/2017
88201-Engenharia de Materiais,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",15/05/2017,31/12/2017
88202-Engenharia de Materiais,"FUNDAÇÃO DE APOIO A CIENCIA, TECNOLOGIA E EDUCAÇÃO-FACTE",01/03/2021,31/01/2022
88351-Engenharia de Produção,FUNDAÇÃO DE APOIO A PESQUISA E ENSINO - FAPE,10/08/2019,06/03/2020
88301-Engenharia Física,FUNDAÇÃO DE APOIO AO DESENVOLVIMENTO DA COMPUTAÇÃO CIENTÍFICA ,01/11/2019,19/06/2020
88052-Engenharia Química,FUNDACAO DE APOIO AO INSTITUTO DE PESQUISAS TECNOLOGICAS - FIPT,26/04/2021,31/10/2021
88052-Engenharia Química,FUNDACAO DE APOIO AO INSTITUTO DE PESQUISAS TECNOLOGICAS - FIPT,01/11/2021,14/01/2022
88201-Engenharia de Materiais,FUNDAÇÃO DO DESENVOLVIMENTO ADMINISTRATIVO,02/02/2015,31/12/2015
88301-Engenharia Física,FUNDACAO GETULIO VARGAS,27/06/2022,26/12/2022
88251-Engenharia Ambiental,FUNDESP INFRAESTRUTURA LTDA,17/05/2021,06/12/2021
88301-Engenharia Física,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LTDA.,03/05/2021,20/08/2021
88351-Engenharia de Produção,GALAPAGOS WEALTH MANAGEMENT GESTAO DE INVESTIMENTOS LTDA,13/12/2021,29/07/2022
88251-Engenharia Ambiental,GAMMA FIT DISTRIBUIDORA DE SUPLEMENTOS ALIMENTÍCIOS,15/10/2018,30/06/2019
88251-Engenharia Ambiental,GAMMA FIT DISTRIBUIDORA DE SUPLEMENTOS ALIMENTÍCIOS,06/05/2019,06/09/2019
88251-Engenharia Ambiental,GCM SISTEMAS INFORMATIZADOS,11/08/2020,11/08/2021
88052-Engenharia Química,GE ENERGIAS RENOVÁVEIS LTDA,01/07/2019,09/08/2019
88202-Engenharia de Materiais,GE ENERGIAS RENOVÁVEIS LTDA,06/08/2018,31/07/2019
88202-Engenharia de Materiais,GE ENERGIAS RENOVÁVEIS LTDA,06/08/2019,05/08/2020
88202-Engenharia de Materiais,GE ENERGIAS RENOVÁVEIS LTDA,05/10/2020,05/10/2021
88202-Engenharia de Materiais,GE ENERGIAS RENOVÁVEIS LTDA,05/10/2021,12/01/2022
88351-Engenharia de Produção,GE ENERGIAS RENOVÁVEIS LTDA,01/09/2022,31/08/2023
88351-Engenharia de Produção,GE ENERGIAS RENOVÁVEIS LTDA,01/09/2021,31/08/2022
88351-Engenharia de Produção,GE ENERGIAS RENOVÁVEIS LTDA,01/06/2022,31/05/2023
88351-Engenharia de Produção,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA ,03/03/2022,02/03/2023
88052-Engenharia Química,GENERAL MILLS BRASIL ALIMENTOS LTDA,13/01/2021,12/01/2022
88052-Engenharia Química,GENERAL MILLS BRASIL ALIMENTOS LTDA,13/01/2022,31/07/2022
0-,GENERAL MOTORS DO BRASIL LTDA,05/04/2021,31/12/2021
88051-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,11/04/2016,30/06/2017
88051-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,09/02/2015,13/11/2015
88051-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,04/01/2016,02/05/2016
88052-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,23/01/2017,30/11/2017
88052-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,01/01/2018,29/11/2018
88052-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,14/03/2022,14/09/2022
88052-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,15/09/2022,31/12/2022
88052-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,03/05/2021,31/12/2021
88052-Engenharia Química,GENERAL MOTORS DO BRASIL LTDA,11/02/2019,31/12/2019
88101-Engenharia Industrial Química,GENERAL MOTORS DO BRASIL LTDA,15/02/2016,31/12/2016
88202-Engenharia de Materiais,GENERAL MOTORS DO BRASIL LTDA,14/03/2022,31/08/2022
88251-Engenharia Ambiental,GENERAL MOTORS DO BRASIL LTDA,02/08/2021,30/06/2022
88251-Engenharia Ambiental,GENERAL MOTORS DO BRASIL LTDA,01/01/2022,31/12/2022
88251-Engenharia Ambiental,GENERAL MOTORS DO BRASIL LTDA,19/09/2022,31/12/2022
88052-Engenharia Química,"GENIAL INSTITUCIONAL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A. ",17/11/2021,15/02/2022
88301-Engenharia Física,"GENIAL INSTITUCIONAL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A. ",16/02/2022,15/08/2022
88301-Engenharia Física,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIARIOS S.A.,17/11/2021,15/02/2022
88052-Engenharia Química,GENOMMA LABORATORIES DO BRASIL LTDA,10/05/2021,09/05/2022
88052-Engenharia Química,GENOMMA LABORATORIES DO BRASIL LTDA,10/05/2022,31/12/2022
0-,GERDAU S/A,10/03/2021,11/02/2022
0-,GERDAU S/A,10/03/2021,30/04/2021
88052-Engenharia Química,GERDAU S/A,25/03/2019,25/03/2020
88052-Engenharia Química,GERDAU S/A,24/04/2020,03/07/2020
88201-Engenharia de Materiais,GERDAU S/A,01/01/2017,08/12/2017
88201-Engenharia de Materiais,GERDAU S/A,09/10/2017,09/10/2018
88201-Engenharia de Materiais,GERDAU S/A,09/10/2018,24/05/2019
88202-Engenharia de Materiais,GERDAU S/A,03/04/2017,03/04/2018
88202-Engenharia de Materiais,GERDAU S/A,04/04/2018,03/04/2019
88202-Engenharia de Materiais,GERDAU S/A,08/04/2019,22/01/2020
88202-Engenharia de Materiais,GERDAU S/A,04/12/2017,04/12/2018
88202-Engenharia de Materiais,GERDAU S/A,01/03/2021,01/03/2022
88202-Engenharia de Materiais,GERDAU S/A,03/04/2017,03/04/2018
88202-Engenharia de Materiais,GERDAU S/A,03/04/2018,09/03/2019
88202-Engenharia de Materiais,GERDAU S/A,09/10/2017,09/10/2018
88202-Engenharia de Materiais,GERDAU S/A,27/08/2018,02/08/2019
88202-Engenharia de Materiais,GERDAU S/A,08/10/2018,05/03/2019
88202-Engenharia de Materiais,GERDAU S/A,28/08/2019,27/09/2019
88202-Engenharia de Materiais,GERDAU S/A,27/08/2018,14/11/2020
88251-Engenharia Ambiental,GERDAU S/A,01/03/2022,09/09/2022
88251-Engenharia Ambiental,GERDAU S/A,09/10/2017,23/10/2018
88251-Engenharia Ambiental,GERDAU S/A,09/10/2018,29/03/2019
88251-Engenharia Ambiental,GERDAU S/A,27/05/2019,27/05/2020
88351-Engenharia de Produção,GERDAU S/A,28/03/2022,14/03/2023
88351-Engenharia de Produção,GERDAU S/A,17/10/2022,03/10/2023
88351-Engenharia de Produção,GERDAU S/A,17/10/2022,03/10/2023
88251-Engenharia Ambiental,GERDAU S/A,20/09/2021,26/04/2022
88202-Engenharia de Materiais,GERDAU S/A,18/04/2022,16/12/2022
88101-Engenharia Industrial Química,GERDAU S/A,18/02/2008,15/12/2016
88351-Engenharia de Produção,GERDAU S/A,18/04/2016,24/02/2017
0-,GERDAU S/A,01/03/2021,01/03/2022
88052-Engenharia Química,GERDAU S/A,13/09/2021,04/02/2022
88201-Engenharia de Materiais,GERDAU S/A,17/02/2014,31/12/2015
88202-Engenharia de Materiais,GERDAU S/A,22/04/2020,18/12/2020
0-,GERDAU S/A,01/03/2021,13/08/2021
0-,GERDAU S/A,01/03/2021,09/12/2021
0-,GERDAU S/A,01/03/2021,28/02/2022
0-,GERDAU S/A,01/03/2021,28/02/2022
88052-Engenharia Química,GERDAU S/A,27/09/2021,23/03/2022
88052-Engenharia Química,GERDAU S/A,07/03/2022,23/12/2022
88052-Engenharia Química,GERDAU S/A,01/03/2022,01/08/2022
88201-Engenharia de Materiais,GERDAU S/A,12/06/2017,18/04/2018
88201-Engenharia de Materiais,GERDAU S/A,21/03/2016,31/12/2016
88202-Engenharia de Materiais,GERDAU S/A,23/04/2018,22/02/2019
88202-Engenharia de Materiais,GERDAU S/A,06/08/2018,02/07/2019
88202-Engenharia de Materiais,GERDAU S/A,23/04/2019,22/07/2020
88202-Engenharia de Materiais,GERDAU S/A,07/03/2022,06/03/2023
88202-Engenharia de Materiais,GERDAU S/A,06/01/2020,04/12/2020
88202-Engenharia de Materiais,GERDAU S/A,06/01/2020,20/12/2021
88202-Engenharia de Materiais,GERDAU S/A,23/04/2018,19/12/2018
88202-Engenharia de Materiais,GERDAU S/A,06/01/2020,02/12/2020
88202-Engenharia de Materiais,GERDAU S/A,05/01/2021,17/12/2021
88251-Engenharia Ambiental,GERDAU S/A,07/03/2022,06/03/2023
88251-Engenharia Ambiental,GERDAU S/A,16/08/2021,17/12/2021
88251-Engenharia Ambiental,GERDAU S/A,18/12/2021,16/12/2022
88301-Engenharia Física,GERDAU S/A,06/01/2020,18/12/2021
88351-Engenharia de Produção,GERDAU S/A,19/10/2020,26/03/2021
88351-Engenharia de Produção,GERDAU S/A,01/03/2021,05/01/2022
88351-Engenharia de Produção,GERDAU S/A,07/03/2022,06/03/2021
88351-Engenharia de Produção,GERDAU S/A,07/03/2022,06/03/2023
88351-Engenharia de Produção,GERDAU S/A,01/03/2022,28/02/2023
88351-Engenharia de Produção,GERDAU S/A,07/05/2018,03/05/2019
88351-Engenharia de Produção,GERDAU S/A,07/05/2019,01/08/2019
88251-Engenharia Ambiental,GESCO - SERVIÇOS E COMÉRCIO LTDA - EPP,03/10/2016,03/04/2017
88052-Engenharia Química,GESPI INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS AERONÁUTICOS S/A,06/01/2020,08/06/2020
88201-Engenharia de Materiais,GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A,30/05/2016,31/12/2016
88202-Engenharia de Materiais,GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A,05/10/2022,05/10/2023
88202-Engenharia de Materiais,GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A,04/10/2021,04/10/2022
88351-Engenharia de Produção,GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A,04/10/2021,18/02/2022
88052-Engenharia Química,GESTAO E TRANSFORMAÇÃO CONSULTORIA S.A.,03/05/2021,31/12/2021
88351-Engenharia de Produção,GESTAO E TRANSFORMAÇÃO CONSULTORIA S.A.,17/01/2022,31/12/2022
88301-Engenharia Física,GESTO SAÚDE SISTEMAS INFORMATIZADOS E CONSULTORIA MÉDICA S/A,05/07/2017,31/07/2017
0-,GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTOS S.A,08/02/2021,07/08/2021
88251-Engenharia Ambiental,GETNINJAS ATIVIDADE DE INTERNET S/A,21/10/2019,21/10/2020
88152-Engenharia Bioquímica,GIVAUDAN DO BRASIL LTDA,10/02/2020,31/12/2020
88152-Engenharia Bioquímica,GIVAUDAN DO BRASIL LTDA,01/01/2021,07/05/2021
88251-Engenharia Ambiental,GLOBAL BRASIL TECNOLOGIA EM QUÍMICA E MODA LTDA,01/07/2021,14/01/2022
88301-Engenharia Física,GMS MANAGEMENT SOLUTIONS CONSULTORIA BRASIL LTDA,18/09/2019,16/03/2020
88052-Engenharia Química,GOLDEN QUÍMICA DO BRASIL LTDA,14/09/2015,13/03/2016
88052-Engenharia Química,GOLDEN QUÍMICA DO BRASIL LTDA,14/03/2016,15/03/2017
0-,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S/A,13/01/2021,13/07/2021
0-,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S/A,01/02/2021,01/08/2021
88052-Engenharia Química,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S/A,12/07/2021,29/07/2022
88202-Engenharia de Materiais,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S/A,02/08/2021,01/08/2022
88052-Engenharia Química,GOODYEAR DO BRASIL PROD. DE BORRACHA LTDA,16/07/2018,27/12/2019
88052-Engenharia Química,GOOGLE BRASIL INTERNET LTDA,16/07/2018,21/12/2019
88152-Engenharia Bioquímica,GOURMET BREWER KITCHEN LTDA,17/06/2019,17/12/2019
88351-Engenharia de Produção,GPS LOGISTICA E GERENCIAMENTO DE RISCOS S.A.,07/06/2021,07/06/2022
88351-Engenharia de Produção,GPS LOGISTICA E GERENCIAMENTO DE RISCOS S.A.,13/06/2022,06/06/2023
88152-Engenharia Bioquímica,"GR INDÚSTRIA, COMÉRCIO E TRANSPORTES DE PRODUTOS QUÍMICOS LTDA",03/01/2022,08/07/2022
88052-Engenharia Química,"GR INDÚSTRIA, COMÉRCIO E TRANSPORTES DE PRODUTOS QUÍMICOS LTDA",18/06/2021,02/02/2022
88052-Engenharia Química,GREEN PLATFORMS GERENCIAMENTO DE DADOS S.A.,05/08/2019,04/08/2020
0-,GREIF EMBALAGENS INDUSTRIAIS DO BRASIL LTDA,02/02/2021,03/05/2021
88251-Engenharia Ambiental,GRI KOLETA - GERENCIAMENTO DE RESÍDUOS INDUSTRIAIS S/A.,03/12/2018,03/12/2019
88251-Engenharia Ambiental,GRI KOLETA - GERENCIAMENTO DE RESÍDUOS INDUSTRIAIS S/A.,10/12/2018,30/09/2019
88251-Engenharia Ambiental,GRI KOLETA - GERENCIAMENTO DE RESÍDUOS INDUSTRIAIS S/A.,04/11/2019,12/06/2020
88251-Engenharia Ambiental,GRI KOLETA - GERENCIAMENTO DE RESÍDUOS INDUSTRIAIS S/A.,03/08/2020,22/04/2021
88251-Engenharia Ambiental,GRI KOLETA - GERENCIAMENTO DE RESÍDUOS INDUSTRIAIS S/A.,10/06/2019,23/03/2020
88251-Engenharia Ambiental,GRI KOLETA - GERENCIAMENTO DE RESÍDUOS INDUSTRIAIS S/A.,11/05/2020,26/03/2021
88152-Engenharia Bioquímica,GRUPAMENTO DE APOIO DE GUARATINGUETA - GAP-GW,13/08/2018,13/01/2019
88052-Engenharia Química,GTOIL DO BRASIL - EIRELI,18/08/2021,03/09/2021
88101-Engenharia Industrial Química,HB TINTAS E VERNIZES LTDA,01/12/2016,20/03/2017
0-,HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA,10/03/2021,28/02/2022
88052-Engenharia Química,HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA,09/03/2022,20/06/2022
88051-Engenharia Química,HEINZ BRASIL S.A,19/10/2015,30/12/2015
88152-Engenharia Bioquímica,HEINZ BRASIL S.A,10/01/2022,09/01/2023
88152-Engenharia Bioquímica,HEINZ BRASIL S.A,20/03/2019,16/08/2019
88152-Engenharia Bioquímica,HEINZ BRASIL S.A,14/08/2019,13/08/2020
88201-Engenharia de Materiais,HEINZ BRASIL S.A,02/05/2016,30/12/2016
88301-Engenharia Física,HEINZ BRASIL S.A,10/01/2022,10/01/2023
88351-Engenharia de Produção,HEINZ BRASIL S.A,11/01/2021,31/12/2021
88351-Engenharia de Produção,HEINZ BRASIL S.A,11/01/2021,31/12/2021
0-,HELLA DO BRASIL AUTOMOTIVE LTDA,15/02/2021,15/02/2022
88052-Engenharia Química,HELLA DO BRASIL AUTOMOTIVE LTDA,16/02/2022,16/02/2023
88052-Engenharia Química,HENKEL LTDA,13/09/2021,31/12/2022
88052-Engenharia Química,HENKEL LTDA,21/09/2020,11/01/2021
88351-Engenharia de Produção,HENKEL LTDA,26/04/2021,15/10/2021
88202-Engenharia de Materiais,HIMAFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,20/07/2020,15/06/2021
88202-Engenharia de Materiais,HIMAFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,16/06/2021,30/06/2021
88202-Engenharia de Materiais,HIMAFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,01/06/2021,07/01/2022
88251-Engenharia Ambiental,HNK BR INDUSTRIA DE BEBIDAS LTDA,18/02/2019,17/02/2020
88251-Engenharia Ambiental,HNK BR INDUSTRIA DE BEBIDAS LTDA,18/02/2019,17/02/2020
88251-Engenharia Ambiental,HNK BR INDUSTRIA DE BEBIDAS LTDA,18/02/2020,17/07/2020
88052-Engenharia Química,HOMELEND TECNOLOGIA LTDA,25/04/2022,25/04/2023
88202-Engenharia de Materiais,HOMELEND TECNOLOGIA LTDA,24/11/2021,24/11/2022
88351-Engenharia de Produção,HONDA AUTOMOVEIS DO BRASIL LTDA,09/08/2021,31/12/2022
88202-Engenharia de Materiais,HONORIO KANEGAE JUNIOR - ME,17/09/2018,17/02/2019
88052-Engenharia Química,HOSPITAL DAS BONECAS LTDA,21/06/2021,31/12/2021
0-,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,18/02/2021,15/07/2021
88052-Engenharia Química,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,16/09/2021,15/09/2022
88052-Engenharia Química,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,17/08/2020,17/02/2021
88052-Engenharia Química,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,17/08/2020,17/02/2021
88251-Engenharia Ambiental,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,28/01/2022,08/02/2022
88352-Engenharia de Produção,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,16/09/2022,15/09/2023
88352-Engenharia de Produção,HYPERLOCAL SERVIÇOS DE TECNOLOGIA LTDA,18/04/2021,18/08/2021
88052-Engenharia Química,I.SYSTEMS AUTOMACAO INDUSTRIAL S.A.,09/05/2022,08/05/2023
88052-Engenharia Química,"IBM BRASIL INDUSTRIA, MÁQUINA E SERVIÇOS LIMITADA",16/07/2019,13/11/2019
88052-Engenharia Química,"IBM BRASIL INDUSTRIA, MÁQUINA E SERVIÇOS LIMITADA",04/06/2019,31/12/2019
88301-Engenharia Física,"IBM BRASIL INDUSTRIA, MÁQUINA E SERVIÇOS LIMITADA",14/06/2021,20/03/2022
88051-Engenharia Química,ICARROS LTDA,03/10/2016,30/06/2017
88052-Engenharia Química,ICL BRASIL LTDA,08/02/2022,21/12/2022
88052-Engenharia Química,ICL BRASIL LTDA,15/01/2019,15/01/2020
88052-Engenharia Química,ICL BRASIL LTDA,14/08/2017,07/08/2018
88052-Engenharia Química,ICL BRASIL LTDA,15/01/2018,31/12/2018
88052-Engenharia Química,ICL BRASIL LTDA,22/01/2018,22/12/2018
88052-Engenharia Química,ICL BRASIL LTDA,08/08/2018,01/02/2019
