;Curso;Empresa;Data Início;Data Término;Ano Início;Ano Término;Período;Latitude;Longitude;Cidade;Localização;;
1762;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;19/09/2016 00:00;12/11/2017 00:00;2016;2017;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1764;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;08/01/2016 00:00;31/01/2018 00:00;2016;2018;2;-2.276.693.126;-4.510.224.615;Lorena;1;;
1765;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;08/01/2016 00:00;31/01/2018 00:00;2016;2018;2;-2.276.693.126;-4.510.224.615;Lorena;1;;
1766;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;09/01/2017 00:00;13/07/2018 00:00;2017;2018;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1767;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;17/02/2020 00:00;17/08/2020 00:00;2020;2020;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1768;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;17/01/2022 00:00;31/05/2022 00:00;2022;2022;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1769;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;03/01/2016 00:00;20/10/2017 00:00;2016;2017;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1770;Engenharia de Materiais;ESCOLA DE ENGENHARIA DE LORENA;16/08/2017 00:00;12/10/2017 00:00;2017;2017;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1771;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;02/01/2016 00:00;30/06/2016 00:00;2016;2016;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1772;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;23/10/2019 00:00;17/01/2020 00:00;2019;2020;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1773;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;29/03/2017 00:00;15/12/2017 00:00;2017;2017;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1775;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;10/01/2018 00:00;21/12/2018 00:00;2018;2018;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1777;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;22/03/2019 00:00;13/09/2019 00:00;2019;2019;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1778;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;08/01/2016 00:00;05/10/2018 00:00;2016;2018;2;-2.276.693.126;-4.510.224.615;Lorena;1;;
1782;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;08/01/2016 00:00;20/10/2017 00:00;2016;2017;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1783;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;08/01/2017 00:00;22/10/2018 00:00;2017;2018;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1784;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;04/01/2016 00:00;31/07/2016 00:00;2016;2016;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1785;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;09/12/2016 00:00;03/12/2017 00:00;2016;2017;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1786;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;03/11/2019 00:00;02/10/2021 00:00;2019;2021;2;-2.276.693.126;-4.510.224.615;Lorena;1;;
1787;Engenharia Ambiental;ESCOLA DE ENGENHARIA DE LORENA;08/03/2021 00:00;02/02/2022 00:00;2021;2022;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1789;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;05/02/2019 00:00;05/05/2020 00:00;2019;2020;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1791;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;05/02/2016 00:00;31/08/2016 00:00;2016;2016;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1794;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;15/01/2018 00:00;04/02/2018 00:00;2018;2018;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1795;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;03/12/2018 00:00;20/06/2018 00:00;2018;2018;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1796;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;31/10/2016 00:00;30/04/2017 00:00;2016;2017;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1797;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;16/09/2019 00:00;15/09/2020 00:00;2019;2020;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1798;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;09/09/2020 00:00;31/12/2020 00:00;2020;2020;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1799;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;09/10/2021 00:00;20/12/2021 00:00;2021;2021;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1800;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;10/02/2021 00:00;28/01/2022 00:00;2021;2022;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1801;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;10/01/2021 00:00;28/01/2022 00:00;2021;2022;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1802;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;03/02/2020 00:00;29/01/2021 00:00;2020;2021;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1803;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;08/01/2016 00:00;31/01/2018 00:00;2016;2018;2;-2.276.693.126;-4.510.224.615;Lorena;1;;
1804;Engenharia Física;ESCOLA DE ENGENHARIA DE LORENA;01/08/2018 00:00;29/06/2018 00:00;2018;2018;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1805;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;07/01/2021 00:00;11/05/2021 00:00;2021;2021;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1807;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;21/09/2017 00:00;13/07/2018 00:00;2017;2018;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1808;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;19/06/2017 00:00;22/03/2019 00:00;2017;2019;2;-2.276.693.126;-4.510.224.615;Lorena;1;;
1809;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;29/08/2018 00:00;10/09/2018 00:00;2018;2018;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1810;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;15/03/2018 00:00;28/02/2019 00:00;2018;2019;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1811;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;04/04/2019 00:00;16/09/2020 00:00;2019;2020;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1813;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;08/01/2021 00:00;09/02/2021 00:00;2021;2021;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1814;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;04/03/2021 00:00;09/03/2021 00:00;2021;2021;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1815;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;06/03/2022 00:00;09/09/2022 00:00;2022;2022;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1816;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;09/01/2021 00:00;16/09/2022 00:00;2021;2022;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1817;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;13/09/2017 00:00;06/12/2018 00:00;2017;2018;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1818;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;16/07/2018 00:00;20/05/2019 00:00;2018;2019;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1820;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;15/04/2019 00:00;14/04/2020 00:00;2019;2020;1;-2.276.693.126;-4.510.224.615;Lorena;1;;
1821;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;02/01/2016 00:00;16/12/2016 00:00;2016;2016;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1822;Engenharia de Produção;ESCOLA DE ENGENHARIA DE LORENA;19/07/2021 00:00;14/12/2021 00:00;2021;2021;0;-2.276.693.126;-4.510.224.615;Lorena;1;;
1936;Engenharia Química;GERDAU S/A;25/03/2019 00:00;25/03/2020 00:00;2019;2020;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1937;Engenharia Química;GERDAU S/A;24/04/2020 00:00;07/03/2020 00:00;2020;2020;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1938;Engenharia de Materiais;GERDAU S/A;01/01/2017 00:00;12/08/2017 00:00;2017;2017;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1939;Engenharia de Materiais;GERDAU S/A;10/09/2017 00:00;10/09/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1940;Engenharia de Materiais;GERDAU S/A;10/09/2018 00:00;24/05/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1941;Engenharia de Materiais;GERDAU S/A;04/03/2017 00:00;04/03/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1942;Engenharia de Materiais;GERDAU S/A;04/04/2018 00:00;04/03/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1943;Engenharia de Materiais;GERDAU S/A;04/08/2019 00:00;22/01/2020 00:00;2019;2020;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1944;Engenharia de Materiais;GERDAU S/A;12/04/2017 00:00;12/04/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1945;Engenharia de Materiais;GERDAU S/A;03/01/2021 00:00;03/01/2022 00:00;2021;2022;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1946;Engenharia de Materiais;GERDAU S/A;04/03/2017 00:00;04/03/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1947;Engenharia de Materiais;GERDAU S/A;04/03/2018 00:00;03/09/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1948;Engenharia de Materiais;GERDAU S/A;10/09/2017 00:00;10/09/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1949;Engenharia de Materiais;GERDAU S/A;27/08/2018 00:00;08/02/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1950;Engenharia de Materiais;GERDAU S/A;10/08/2018 00:00;03/05/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1951;Engenharia de Materiais;GERDAU S/A;28/08/2019 00:00;27/09/2019 00:00;2019;2019;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1952;Engenharia de Materiais;GERDAU S/A;27/08/2018 00:00;14/11/2020 00:00;2018;2020;2;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1953;Engenharia Ambiental;GERDAU S/A;03/01/2022 00:00;09/09/2022 00:00;2022;2022;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1954;Engenharia Ambiental;GERDAU S/A;10/09/2017 00:00;23/10/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1955;Engenharia Ambiental;GERDAU S/A;10/09/2018 00:00;29/03/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1956;Engenharia Ambiental;GERDAU S/A;27/05/2019 00:00;27/05/2020 00:00;2019;2020;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1957;Engenharia de Produção;GERDAU S/A;28/03/2022 00:00;14/03/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1958;Engenharia de Produção;GERDAU S/A;17/10/2022 00:00;10/03/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1959;Engenharia de Produção;GERDAU S/A;17/10/2022 00:00;10/03/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1960;Engenharia Ambiental;GERDAU S/A;20/09/2021 00:00;26/04/2022 00:00;2021;2022;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1961;Engenharia de Materiais;GERDAU S/A;18/04/2022 00:00;16/12/2022 00:00;2022;2022;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1963;Engenharia de Produção;GERDAU S/A;18/04/2016 00:00;24/02/2017 00:00;2016;2017;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1964;Engenharia Química;GERDAU S/A;13/09/2021 00:00;02/04/2022 00:00;2021;2022;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1966;Engenharia de Materiais;GERDAU S/A;22/04/2020 00:00;18/12/2020 00:00;2020;2020;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1967;Engenharia Química;GERDAU S/A;27/09/2021 00:00;23/03/2022 00:00;2021;2022;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1968;Engenharia Química;GERDAU S/A;03/07/2022 00:00;23/12/2022 00:00;2022;2022;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1969;Engenharia Química;GERDAU S/A;03/01/2022 00:00;08/01/2022 00:00;2022;2022;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1970;Engenharia de Materiais;GERDAU S/A;06/12/2017 00:00;18/04/2018 00:00;2017;2018;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1971;Engenharia de Materiais;GERDAU S/A;21/03/2016 00:00;31/12/2016 00:00;2016;2016;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1972;Engenharia de Materiais;GERDAU S/A;23/04/2018 00:00;22/02/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1973;Engenharia de Materiais;GERDAU S/A;08/06/2018 00:00;07/02/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1974;Engenharia de Materiais;GERDAU S/A;23/04/2019 00:00;22/07/2020 00:00;2019;2020;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1975;Engenharia de Materiais;GERDAU S/A;03/07/2022 00:00;03/06/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1976;Engenharia de Materiais;GERDAU S/A;01/06/2020 00:00;12/04/2020 00:00;2020;2020;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1977;Engenharia de Materiais;GERDAU S/A;01/06/2020 00:00;20/12/2021 00:00;2020;2021;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1978;Engenharia de Materiais;GERDAU S/A;23/04/2018 00:00;19/12/2018 00:00;2018;2018;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1979;Engenharia de Materiais;GERDAU S/A;01/06/2020 00:00;12/02/2020 00:00;2020;2020;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1980;Engenharia de Materiais;GERDAU S/A;01/05/2021 00:00;17/12/2021 00:00;2021;2021;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1981;Engenharia Ambiental;GERDAU S/A;03/07/2022 00:00;03/06/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1982;Engenharia Ambiental;GERDAU S/A;16/08/2021 00:00;17/12/2021 00:00;2021;2021;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1983;Engenharia Ambiental;GERDAU S/A;18/12/2021 00:00;16/12/2022 00:00;2021;2022;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1984;Engenharia Física;GERDAU S/A;01/06/2020 00:00;18/12/2021 00:00;2020;2021;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1985;Engenharia de Produção;GERDAU S/A;19/10/2020 00:00;26/03/2021 00:00;2020;2021;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1986;Engenharia de Produção;GERDAU S/A;03/01/2021 00:00;01/05/2022 00:00;2021;2022;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1988;Engenharia de Produção;GERDAU S/A;03/07/2022 00:00;03/06/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1989;Engenharia de Produção;GERDAU S/A;03/01/2022 00:00;28/02/2023 00:00;2022;2023;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1990;Engenharia de Produção;GERDAU S/A;05/07/2018 00:00;05/03/2019 00:00;2018;2019;1;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
1991;Engenharia de Produção;GERDAU S/A;05/07/2019 00:00;08/01/2019 00:00;2019;2019;0;-2.325.401.044;-4.592.271.967;Pindamonhangaba;1;;
2145;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;03/02/2016 00:00;01/05/2017 00:00;2016;2017;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2146;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;15/09/2016 00:00;14/09/2017 00:00;2016;2017;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2147;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;15/09/2017 00:00;05/04/2018 00:00;2017;2018;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2148;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;16/07/2018 00:00;16/07/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2149;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;16/07/2019 00:00;05/11/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2150;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;08/09/2021 00:00;01/03/2022 00:00;2021;2022;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2151;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;02/02/2022 00:00;02/01/2023 00:00;2022;2023;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2152;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;06/04/2018 00:00;07/05/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2153;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;14/09/2021 00:00;13/09/2022 00:00;2021;2022;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2154;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;14/09/2022 00:00;13/09/2023 00:00;2022;2023;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2155;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;08/02/2022 00:00;08/01/2023 00:00;2022;2023;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2156;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;07/11/2016 00:00;06/09/2017 00:00;2016;2017;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2157;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;03/01/2016 00:00;01/10/2018 00:00;2016;2018;2;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2158;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;06/10/2017 00:00;06/12/2018 00:00;2017;2018;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2159;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/07/2019 00:00;08/03/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2160;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/01/2020 00:00;31/08/2021 00:00;2020;2021;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2161;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/03/2017 00:00;30/06/2018 00:00;2017;2018;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2162;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;07/01/2018 00:00;09/02/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2163;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;16/07/2018 00:00;16/07/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2164;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/01/2020 00:00;30/06/2021 00:00;2020;2021;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2165;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/01/2020 00:00;30/04/2021 00:00;2020;2021;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2166;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/01/2019 00:00;30/09/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2167;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;07/03/2017 00:00;06/04/2018 00:00;2017;2018;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2168;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;03/06/2017 00:00;13/12/2017 00:00;2017;2017;0;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2169;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;14/03/2022 00:00;13/03/2023 00:00;2022;2023;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2170;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;16/07/2019 00:00;06/01/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2171;Engenharia Química;INTERVET DO BRASIL VETERINÁRIA LTDA;10/01/2020 00:00;05/10/2021 00:00;2020;2021;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2178;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/02/2016 00:00;02/01/2017 00:00;2016;2017;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2179;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;06/06/2016 00:00;06/07/2017 00:00;2016;2017;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2180;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;09/01/2016 00:00;18/08/2017 00:00;2016;2017;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2182;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;02/01/2016 00:00;31/12/2016 00:00;2016;2016;0;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2183;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;08/01/2018 00:00;07/04/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2184;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;02/01/2018 00:00;09/10/2018 00:00;2018;2018;0;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2185;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/06/2017 00:00;03/05/2018 00:00;2017;2018;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2186;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/01/2018 00:00;28/02/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2187;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/06/2018 00:00;10/10/2018 00:00;2018;2018;0;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2188;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/12/2018 00:00;03/11/2019 00:00;2018;2019;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2189;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/01/2019 00:00;28/02/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2190;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;03/12/2019 00:00;02/05/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2191;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;08/01/2019 00:00;31/07/2020 00:00;2019;2020;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2192;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;14/09/2020 00:00;13/09/2021 00:00;2020;2021;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2193;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;14/09/2021 00:00;03/03/2022 00:00;2021;2022;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2194;Engenharia Bioquimica;INTERVET DO BRASIL VETERINÁRIA LTDA;07/11/2022 00:00;07/10/2023 00:00;2022;2023;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2195;Engenharia Ambiental;INTERVET DO BRASIL VETERINÁRIA LTDA;08/09/2021 00:00;08/09/2022 00:00;2021;2022;1;-235.651.071;-4.676.406.156;Cruzeiro;1;;
2197;Engenharia Química;AMSTED MAXION FUNDIÇÃO E EQUIPAMENTOS FERROVIÁRIOS S.A;18/03/2019 00:00;03/12/2020 00:00;2019;2020;1;-2.258.657.437;-4.495.755.085;Cruzeiro;1;;
2198;Engenharia Química;AMSTED MAXION FUNDIÇÃO E EQUIPAMENTOS FERROVIÁRIOS S.A;01/06/2020 00:00;01/04/2021 00:00;2020;2021;1;-2.258.657.437;-4.495.755.085;Cruzeiro;1;;
2199;Engenharia Química;AMSTED MAXION FUNDIÇÃO E EQUIPAMENTOS FERROVIÁRIOS S.A;18/03/2020 00:00;17/03/2021 00:00;2020;2021;1;-2.258.657.437;-4.495.755.085;Cruzeiro;1;;
2200;Engenharia Química;AMSTED MAXION FUNDIÇÃO E EQUIPAMENTOS FERROVIÁRIOS S.A;11/11/2019 00:00;11/09/2020 00:00;2019;2020;1;-2.258.657.437;-4.495.755.085;Cruzeiro;1;;
2201;Engenharia Química;AMSTED MAXION FUNDIÇÃO E EQUIPAMENTOS FERROVIÁRIOS S.A;11/10/2020 00:00;26/11/2020 00:00;2020;2020;0;-2.258.657.437;-4.495.755.085;Cruzeiro;1;;
2202;Engenharia Química;AMSTED MAXION FUNDIÇÃO E EQUIPAMENTOS FERROVIÁRIOS S.A;18/04/2016 00:00;17/10/2016 00:00;2016;2016;0;-2.258.657.437;-4.495.755.085;Cruzeiro;1;;
